district,school,schtype,adminyear,bookletnumber,sasid,grade,stugrade,lastname,firstname,mi,gender,race_off,dob,yrsinmass,yrsinmass_num,yrsinsch,yrsindis,ever_ell,highneeds,freelunch_off,title1_off,lep_off,lepflep_off,flep_off,sped_off,plan504_off,firstlanguage,natureofdis,levelofneed,spedplacement,nclb_choice,octenr,conenr_sch,conenr_dis,conenr_sta,access_part,ealt,ecomplexity,eteststat,wptopdev,wpcompconv,eitem1,eitem2,eitem3,eitem4,eitem5,eitem6,eitem7,eitem8,eitem9,eitem10,eitem11,eitem12,eitem13,eitem14,eitem15,eitem16,eitem17,eitem18,eitem19,eitem20,eitem21,eitem22,eitem23,eitem24,eitem25,eitem26,eitem27,eitem28,eitem29,eitem30,eitem31,eitem32,eitem33,eitem34,eitem35,eitem36,eitem37,eitem38,eitem39,eitem40,eitem41,eitem42,erawsc,emcpts,eorpts,escaleds,eperflev,eperf2,ecpi,enumin,eassess,esgp,amendela,malt,mcomplexity,mteststat,mitem1,mitem2,mitem3,mitem4,mitem5,mitem6,mitem7,mitem8,mitem9,mitem10,mitem11,mitem12,mitem13,mitem14,mitem15,mitem16,mitem17,mitem18,mitem19,mitem20,mitem21,mitem22,mitem23,mitem24,mitem25,mitem26,mitem27,mitem28,mitem29,mitem30,mitem31,mitem32,mitem33,mitem34,mitem35,mitem36,mitem37,mitem38,mitem39,mitem40,mitem41,mitem42,mrawsc,mmcpts,morpts,mscaleds,mperflev,mperf2,mcpi,mnumin,massess,msgp,amendmat,salt,scomplexity,steststat,scitry,sitem1,sitem2,sitem3,sitem4,sitem5,sitem6,sitem7,sitem8,sitem9,sitem10,sitem11,sitem12,sitem13,sitem14,sitem15,sitem16,sitem17,sitem18,sitem19,sitem20,sitem21,sitem22,sitem23,sitem24,sitem25,sitem26,sitem27,sitem28,sitem29,sitem30,sitem31,sitem32,sitem33,sitem34,sitem35,sitem36,sitem37,sitem38,sitem39,sitem40,sitem41,sitem42,sitem43,sitem44,sitem45,srawsc,smcpts,sorpts,sscaleds,sperflev,sperf2,scpi,snumin,sassess,amendsci,ela_cd,math_cd,sci_cd,accom_l,accom_c,accom_m,accom_s,accom26l,accom29c,accom30m,datachanged,mcasrowid,grade2010,grade2011,grade2012,escaleds2010,escaleds2011,escaleds2012,mscaleds2010,mscaleds2011,mscaleds2012,esgp2010,esgp2011,esgp2012,msgp2010,msgp2011,msgp2012,summarize
DistrictX,415,MS,2013,511588597,1010625,7,7,Smith,John,L,M,H,2/5/99,5+,9,1,1,0,1,1,0,0,0,0,1,0,267,7,3,40, ,1, , , , , , ,T,6,6,B,D,+,+,B,+,+,2,B,A,+,A,D,2,-,+,-,-,+,-,-,+,1,+,+,-,-,+,-,-,+,-,+,2,-,-,-,-,+,-, , ,33,14,19,222,NI,NI,50,1,1,66, , , ,T,+,+,+,B,C,0,1,C,A,C,B,+,A,B,0,B,B,1,+,+,1,-,-,-,-,-,0,-,-,0,0,+,-,+,+,+,+,+,1,0,+,-,17,13,4,216,W,W,25,1,1,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,216,230,212,226,216,218,6,75,2,49,10,39,1
DistrictX,415,MS,2013,651799197,1940696,7,7,Smith,John,F,F,W,3/30/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,6,6,+,D,+,+,+,C,+,2,C,+,+,B,D,3,+,+,+,+,+,-,+,+,2,+,-,+,+,+,-,+,+,-,-,2,+,-,+,+,+,+, , ,46,25,21,240,P,P,100,1,1,71, , , ,T,+,D,B,D,B,1,3,C,A,+,+,C,A,+,1,A,B,0,+,+,0,-,-,-,-,-,1,+,-,0,1,+,+,-,+,-,-,-,1,3,-,+,22,11,11,218,W,W,25,1,1,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,224,224,232,222,226,224,18,21,66,23,59,46,1
DistrictX,415,MS,2013,453678231,1830860,7,7,Smith,John,M,F,B,9/24/99,1,1,1,1,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,9,8,B,+,+,+,+,+,+,4,B,+,+,+,+,2,+,+,-,+,+,+,+,+,3,+,+,+,+,+,+,+,-,+,+,2,+,+,+,+,+,+, , ,60,32,28,256,P,P,100,1,1, , , , ,T,+,+,+,+,+,1,3,+,A,+,+,+,B,+,1,A,+,1,+,+,1,+,+,-,-,-,1,-,+,1,4,-,+,+,+,+,+,+,1,3,+,+,41,24,17,246,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14, , , , , , , , , , , , , , , ,1
DistrictX,415,MS,2013,772686609,1811662,7,7,Smith,John,H,F,B,8/5/99,5+,9,2,5,1,1,1,0,0,0,0,1,0,225,5,1,10, ,1, , , , , , ,T,8,8,A,+,+,+,+,+,+,3,+,+,+,+,+,4,+,+,+,+,+,-,+,+,3,+,-,+,+,+,+,+,+,+,+,4,+,+,+,+,+,+, , ,63,33,30,262,A,A,100,1,1,76, , , ,T,+,+,D,+,+,1,4,+,B,+,+,+,A,+,1,B,+,1,+,+,4,+,+,+,-,+,1,-,+,1,3,+,+,+,+,+,+,+,1,3,+,+,46,26,20,256,P,P,100,1,1,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,250,248,268,248,256,264,57,26,98,72,60,91,1
DistrictX,415,MS,2013,479316331,1729204,7,7,Smith,John,N,F,H,3/10/99,5+,9, , ,1,1,1,0,0,1,1,0,0,7, , ,0, ,0, , , , , , ,T,10,8,+,+,+,B,C,B,+,4,+,+,+,+,A,4,+,+,+,-,+,+,+,-,4,+,-,-,+,+,-,+,+,+,+,4,+,+,-,+,+,+, , ,60,26,34,256,P,P,100,1,1,99, , , ,T,+,+,+,+,+,1,4,+,B,+,B,+,A,+,1,B,+,1,+,C,4,+,+,+,+,+,1,+,+,1,3,+,+,+,+,-,-,+,1,3,+,+,45,25,20,254,P,P,100,1,1,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,228,226,246,230,248,236,48,17,97,58,93,27,1
DistrictX,415,MS,2013,739941556,1699866,7,7,Smith,John,R,M,A,5/30/00,5+,8,2,2,1,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,6,6,B,+,+,+,+,+,+,4,+,+,+,+,+,3,+,-,+,+,-,+,+,+,4,+,+,+,-,+,+,+,+,+,+,3,-,+,+,+,+,+, , ,57,31,26,252,P,P,100,1,1,5, , , ,T,+,+,+,+,+,1,4,+,C,D,+,+,A,+,1,+,+,1,+,+,4,+,+,+,+,-,1,+,+,1,4,+,+,+,+,+,+,+,1,3,+,+,49,28,21,262,A,A,100,1,1,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,256,266,272,248,264,264,44,76,87,55,90,69,1
DistrictX,415,MS,2013,745957585,1016237,7,7,Smith,John,M,F,W,4/7/00,5+,8,2,8,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,6,6,+,+,+,+,+,+,+,3,+,+,B,+,+,3,+,+,+,+,+,-,+,+,3,+,+,+,+,+,+,-,+,+,+,4,+,-,+,+,+,+, , ,57,32,25,252,P,P,100,1,1,92, , , ,T,+,+,+,+,D,0,3,C,B,D,+,A,A,+,1,C,B,1,+,B,0,-,+,-,-,-,1,-,+,1,3,+,+,+,+,-,+,+,1,2,+,+,30,17,13,226,NI,NI,50,1,1,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,224,242,244,234,236,236,46,91,79,82,63,44,1
DistrictX,415,MS,2013,778761133,1845805,7,7,Smith,John,H,M,W,10/22/99,5+,9,2,9,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,6,6,+,+,+,+,A,+,+,3,+,+,+,C,+,3,+,+,-,+,-,-,+,-,3,-,+,-,+,+,+,+,+,+,+,4,+,+,-,+,+,+, , ,52,27,25,246,P,P,100,1,1,8, , , ,T,+,+,+,+,C,1,4,+,B,A,+,C,A,+,0,C,B,1,+,+,4,+,+,+,+,-,1,-,+,1,2,+,+,+,+,+,-,+,1,3,+,+,40,22,18,244,P,P,100,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,236,260,260,248,262,262,22,97,88,84,87,74,1
DistrictX,415,MS,2013,562886326,1133521,7,7,Smith,John,D,M,H,2/5/99,5+,6,2,6,1,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,6,6,+,+,A,B,C,D,+,3,+,A,B,A,C,3,+,+,+,+,+,+,+,+,3,-,+,+,+,+,+,+,+,+,+,2,-,-,-,-,+,-, , ,45,22,23,238,NI,NI,75,1,1,46, , , ,T,+,+,+,+,+,1,4,+,+,+,+,B,B,+,0,A,+,0,+,B,1,-,+,-,-,-,1,-,+,1,2,+,-,+,+,-,-,+,1,3,-,+,33,19,14,232,NI,NI,75,1,1,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,224,224,242,236,236,234,69,45,94,90,58,38,1
DistrictX,415,MS,2013,751843889,1882495,7,7,Smith,John,M,F,W,10/15/99,5+,8,2,8,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,8,8,B,+,+,B,+,B,+,3,+,+,+,+,D,3,+,+,+,+,+,+,-,+,3,-,+,-,+,+,+,+,+,+,+,3,+,+,+,+,+,-, , ,56,28,28,250,P,P,100,1,1,32, , , ,T,+,+,+,D,C,1,4,+,B,+,+,+,A,+,1,C,+,1,+,+,0,+,+,+,-,-,1,+,-,1,3,+,+,+,+,+,+,+,1,3,+,+,40,24,16,244,P,P,100,1,1,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,244,260,254,226,246,254,63,95,66,49,96,93,1
DistrictX,415,MS,2013,449753311,1750471,7,7,Smith,John,J,F,H,12/16/99,5+,8,2,8,1,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,7,6,A,+,+,B,+,+,A,3,+,+,+,A,+,3,+,+,-,+,+,-,-,+,3,+,+,+,+,+,+,-,+,+,-,3,+,+,-,-,+,-, , ,49,24,25,242,P,P,100,1,1,70, , , ,T,+,D,C,D,B,1,1,+,A,D,C,+,A,B,0,B,B,0,B,B,1,-,+,-,-,-,0,-,+,0,0,+,-,-,+,-,+,-,1,3,+,-,16,9,7,214,W,W,25,1,1,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,222,230,240,220,216,220,59,71,85,72,42,72,1
DistrictX,415,MS,2013,416681719,1640355,7,7,Smith,John,A,M,H,12/15/98,5+,9,2,9,0,1,1,0,0,0,0,1,0,7,10,3,40, ,1, , , , , , ,T,6,6,C,D,B,B,+,+,+,2,C,+,*,A,+,2,+,-,+,-,-,-,-,-,1,-,-,-,-,-,-,-,+,-,+,2,-,+,-,-,-,-, , ,29,10,19,218,W,W,25,1,1,7, , , ,T,C,D, ,+,B,0,0,+,B,D,C,B,B,B,0,A,B,0,+,C,0,-,-,-,-,-,1,-,-,0,0,+,-,+,+,-,-,-,0,0,+,-,8,7,1,206,W,W,0,1,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,226,234,220,214,216,210,83,80,15,8,49,8,1
DistrictX,415,MS,2013,646280850,1926820,7,7,Smith,John,M,F,H,5/18/99,5+,9,2,3,1,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,8,8,+,C,+,B,+,B,+,3,+,+,+,+,+,2,+,+,+,-, , ,+,-,1,+,+,+,-,+,-,+,-,+,+,3,-,+,+,+,-,+, , ,49,24,25,242,P,P,100,1,1,50, , , ,T,+,+,B,+,C,1,2,+,B,+,+,A,A,+,0,C,B,0,+,B,1,+,+,-,-,-,1,+,+,0,1,+,+,+,+,-,-,+,1,4,-,+,29,18,11,224,NI,NI,50,1,1,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,248,242,232,232,234,228,87,28,6,51,47,23,1
DistrictX,415,MS,2013,766516143,1738136,7,7,Smith,John,A,M,H,2/6/00,5+,8,2,8,1,1,1,0,1,1,0,1,0,7,8,3,40, ,1, , , ,1, , ,T,6,6,+,D,+,B,B, , ,1,+,A,+,B,C,1,+,+,+,-,-,-,+,+,0,-,+,+,+,+,-,+,-,+,+,1,+,-,-,-,+,-, , ,33,18,15,222,NI,NI,50,1,1,43, , , ,T,B,D,C,+,D,1,0,B,A,D,B,C,+,B,0,+,C,0,+,D,0,+,-,-,-,-,1,-,-,0,0,+,-,+,-,-,+,-,0,0,+,-,11,9,2,212,W,W,25,1,1,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,0,1.31E+14,4,5,6,216,214,222,216,212,212,24,16,84,70,45,33,1
DistrictX,415,MS,2013,606336730,1466157,7,7,Smith,John,D,M,W,10/9/99,5+,8,2,8,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,8,8,B,D,+,D,+,+,+,3,+,+,B,+,+,2,+,+,-,+,-,-,+,+,2,+,+,+,+,-,+,-,+,+,+,3,+,+,-,-,+,+, , ,51,25,26,244,P,P,100,1,1,55, , , ,T,+,D,D,+,D,1,2,+,B,+,+,A,B,A,1,A,B,1,+,C,0,+,-,-,-,-,1,-,+,0,3,+,+,+,+,+,+,+,1,3,+,+,30,17,13,226,NI,NI,50,1,1,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,238,242,242,240,242,234,63,53,40,59,36,14,1
DistrictX,415,MS,2013,504738035,1072687,7,7,Smith,John,S,M,W,5/30/00,5+,8,2,8,0,1,0,0,0,0,0,1,0,267,11,3,20, ,1, , , , , , ,T,6,6,C,C,+,D,C,+,+,3,+,+,D,+,A,2,+,+,+,+,+,+,+,+,1,+,+,-,+,+,+,+,-,+,+,2,+,-,+,-,+,-, , ,45,25,20,238,NI,NI,75,1,1,21, , , ,T,+,A,C,+,+,1,1,+,+,+,+,+,B,+,1,+,C,1,+,+,1,+,+,+,-,+,1,+,+,1,1,+,+,+,+,+,+,+,1,3,+,+,39,27,12,242,P,P,100,1,1,95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,244,236,240,232,228,226, ,10,38,8,15,21,1
DistrictX,415,MS,2013,550477027,1298639,7,7,Smith,John,M,F,H,10/17/99,5+,8,2,8,1,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,8,8,+,+,+,+,+,+,+,2,+,+,+,+,+,4,+,+,+,-,+,+,+,-,4,+,+,+,+,+,+,+,+,+,+,4,+,+,+,+,+,+, , ,64,34,30,264,A,A,100,1,1,68, , , ,T,+,+,+,+,+,1,4,+,+,+,+,+,+,+,1,+,+,1,+,+,4,+,+,+,+,+,1,+,+,1,3,+,+,+,+,-,+,+,1,3,+,+,51,31,20,266,A,A,100,1,1,93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,258,266,264,240,258,262,93,91,78,35,81,77,1
DistrictX,415,MS,2013,646384507,1077491,7,7,Smith,John,L,M,B,2/25/99,5+,7, ,3,0,0,0,0,0,0,0,0,0,267, , ,0, ,0, , , , , , ,T,8,8,+,B,+,B,C,B,+,3,+,+,B,+,C,2,+,+,-,-,+,+,+,+,2,+,+,+,+,+,-,+,+,-,-,3,+,-,-,+,+,-, , ,48,22,26,242,P,P,100,1,1,61, , , ,T,+,+,C,D,C,1,1,+,B,D,B,A,B,+,0,B,+,0,+,B,1,-,+,-,+,-,1,-,-,1,1,-,+,+,+,+,+,+,1,3,+,+,26,16,10,220,NI,NI,50,1,1,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,5,5,6, ,230,238, ,222,234, , ,66, , ,72,1
DistrictX,415,MS,2013,582717943,1699925,7,7,Smith,John,R,M,H,10/25/99,5+,5,1,1,1,0,0,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,9,7,+,D,+,+,+,D,+,3,+,+,+,+,+,4,+,+,+,+,+,+,+,+,4,-,-,+,+,+,+,+,+,+,+,3,+,+,+,+,+,-, , ,61,31,30,258,P,P,100,1,1, , , , ,T,+,+,+,+,B,1,4,+,+,+,+,B,A,B,1,+,+,1,+,+,4,+,+,+,-,+,1,+,+,1,4,+,+,+,+,+,+,+,1,4,+,+,49,27,22,262,A,A,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14, , , , , , , , , , , , , , , ,1
DistrictX,415,MS,2013,483873558,1801519,7,7,Smith,John,B,M,W,2/18/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,7,7,B,+,+,+,+,+,+,3,+,+,+,+,+,2,+,+,-,-,+,+,+,+,3,+,+,+,+,+,-,+,+,+,+,3,+,+,+,+,+,+, , ,57,32,25,252,P,P,100,1,1,49, , , ,T,+,D,B,+,+,1,3,+,B,+,+,+,+,+,0,A,+,1,+,+,4,+,+,+,-,-,1,-,+,1,3,+,+,+,+,+,+,+,1,4,+,+,44,25,19,252,P,P,100,1,1,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,240,250,256,238,236,260,46,74,90,26,17,96,1
DistrictX,415,MS,2013,622204434,1897177,7,7,Smith,John,M,M,W,11/4/99,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,8,8,+,+,+,+,+,B,+,3,+,+,+,+,+,2,+,+,+,+,+,+,+,+,4,+,+,+,+,+,+,+,-,+,+,3,-,+,+,-,+,+, , ,60,32,28,256,P,P,100,1,1,40, , , ,T,+,+,C,B,+,1,4,+,B,+,+,+,+,+,1,+,+,1,+,+,4,+,+,+,-,+,1,-,+,1,4,+,+,+,+,-,-,+,1,2,+,-,44,24,20,252,P,P,100,1,1,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,250,270,260,254,260,248,47,96,49,68,57,12,1
DistrictX,415,MS,2013,416739836,1187782,7,7,Smith,John,R,F,W,9/26/99,2,2,2,2,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,10,8,+,+,+,B,C,+,+,3,+,+,B,+,+,4,+,+,+,-,+,+,+,+,3,+,+,+,-,+,+,+,+,+,+,4,+,-,+,+,-,+, , ,61,29,32,258,P,P,100,1,1,76, , , ,T,+,+,B,+,C,1,2,+,B,D,B,+,A,+,1,C,+,1,+,C,1,+,+,-,-,+,1,+,+,0,1,+,+,+,-,+,+,-,1,3,+,+,32,20,12,230,NI,NI,75,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14, , ,6, , ,254, , ,258, , , , , , ,1
DistrictX,415,MS,2013,476271760,1091671,7,7,Smith,John,C,F,H,7/24/00,5+,8,1,7,0,1,0,0,0,0,0,1,0,267,3,3,20, ,1, , , , , , ,T,6,6,B,+,+,B,+,+,+,1,+,+,D,A,A,2,-,-,-,-,+,+,+,-,1,+,+,+,+,-,-,-,-,-,+,2,+,-,+,-,-,+, , ,36,18,18,226,NI,NI,50,1,1,36, , , ,T,B,+,C,A,C,0,2,+,B,D,B,B,A,B,0,+,B,0,+,+,0,-,+,-,-,-,1,-,-,0,0,+,+,-,+,-,+,-,0,2,+,-,16,11,5,214,W,W,25,1,1,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,232,222,220,238,216,216,61,9,19,12,1,7,1
DistrictX,415,MS,2013,404089900,1954083,7,7,Smith,John,B,F,W,3/13/99,5+,9,2,5,0,1,0,0,0,0,0,1,0,267,8,3,20, ,1, , , , , , ,T,6,6,C,+,+,D,+,C,+,3,C,D,+,+,D,2,+,-,+,-,+,-,-,-,0,+,+,-,+,+,+,-,-,+,+,2,+,-,-,+,+,-, , ,38,19,19,228,NI,NI,50,1,1,75, , , ,T,+,+,C,+,+,1,2,D,B,+,+,A,A,+,0,A,B,1,+,B,0,-,+,-,-,-,1,-,-,0,1,+,+,+,-,+,-,-,1,3,+,+,25,15,10,220,NI,NI,50,1,1,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,216,216,220,224,218,220,48,28,75,54,23,69,1
DistrictX,415,MS,2013,678083604,1281603,7,7,Smith,John,R,M,W,10/4/99,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,6,6,B,D,+,+,A,+,+,3,+,+,+,+,+,3,+,+,+,+,+,+,+,-,3,+,+,+,-,+,+,+,+,+,+,3,+,+,-,-,+,-, , ,52,28,24,246,P,P,100,1,1,65, , , ,T,+,+,+,A,+,1,3,+,A,+,+,+,+,B,0,+,B,1,A,+,3,-,+,-,-,+,1,-,-,0,2,+,+,+,+,-,+,+,1,2,+,+,35,21,14,236,NI,NI,75,1,1,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,246,242,236,240,242,250,98,57,19,18,18,65,1
DistrictX,415,MS,2013,667804809,1577798,7,7,Smith,John, ,M,A,1/27/00,5+,5,1,5,1,1,0,0,0,1,1,0,0,415, , ,0, ,1, , , , , , ,T,7,7,B,C,+,B,C,B,+,3,+,+,B,B,D,3,+,+,+,-,+,-,-,-,2,+,+,-,+,-,+,+,+,-,-,2,+,+,-,+,+,-, , ,42,18,24,234,NI,NI,75,1,1,35, , , ,T,+,D,+,B,+,1,4,+,B,+,+,+,B,+,1,+,+,1,+,C,4,+,+,+,+,+,1,-,+,1,4,+,+,-,+,+,-,-,1,3,+,+,44,23,21,252,P,P,100,1,1,85, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,218,224,242,234,238,250, ,56,95, ,43,84,1
DistrictX,415,MS,2013,499003422,1802730,7,7,Smith,John, ,M,A,1/27/00,5+,5,1,5,1,1,0,0,0,1,1,0,0,415, , ,0, ,1, , , , , , ,T,4,4,B,B,+,B,C,B,C,4,+,+,B,+,D,4,+,+,-,+,+,-,+,-,4,+,+,-,-,+,-,-,+,-,+,3,-,+,-,+,-,-, , ,39,16,23,230,NI,NI,75,1,1,80, , , ,T,+,+,+,+,+,1,3,+,+,+,+,+,+,+,1,+,+,0,+,+,3,+,+,+,-,+,1,+,+,1,4,+,+,+,+,+,+,+,1,3,+,+,49,31,18,262,A,A,100,1,1,92, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,216,212,222,224,248,262, ,18,87, ,95,98,1
DistrictX,415,MS,2013,723133628,1693781,7,7,Smith,John,C,M,H,11/1/99,5+,8,2,8,1,1,1,0,0,0,0,1,0,7,3,1,10, ,1, , , , , , ,T,6,6,C,+,+,+,A,B,+,4,+,+,+,+,+,2,+,+,-,+,+,-,+,+,2,+,-,+,+,+,+,+,-,+,+,4,+,-,-,+,+,-, , ,50,26,24,244,P,P,100,1,1,61, , , ,T,A,+,+,B,D,1,2,B,B,+,+,+,A,+,1,+,B,0,+,D,3,-,+,-,-,+,1,-,-,0,1,+,+,+,+,-,+,-,1,3,+,+,30,17,13,226,NI,NI,50,1,1,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,244,234,236,240,226,244,57,4,22,83,9,80,1
DistrictX,415,MS,2013,551941103,1198220,7,7,Smith,John,J,M,W,8/19/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,6,6,+,+,+,+,+,B,+,3,+,+,+,+,C,3,+,+,+,+,+,-,+,+,3,+,+,-,+,-,+,+,-,+,+,3,+,+,+,+,+,+, , ,54,30,24,248,P,P,100,1,1,49, , , ,T,+,+,C,+,+,1,3,+,C,+,+,A,A,+,1,B,+,1,+,+,4,+,+,-,-,+,1,-,+,1,4,+,+,+,+,+,-,+,1,3,+,+,43,23,20,250,P,P,100,1,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,242,266,240,252,260,266,31,98,1,42,52,88,1
DistrictX,415,MS,2013,569224867,1435020,7,7,Smith,John, ,F,H,11/30/99,5+,8,2,8,0,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,6,6,+,+,B,+,+,B,+,4,+,+,+,+,+,3,+,-,-,+,-,+,+,+,2,+,+,+,+,+,-,+,+,+,-,2,+,+,-,+,-,-, , ,49,26,23,242,P,P,100,1,1,17, , , ,T,+,+,D,+,+,1,1,C,C,+,+,+,+,+,0,C,+,0,B,C,0,-,-,+,-,-,1,+,-,0,2,+,+,+,+,+,+,-,1,3,+,-,28,19,9,222,NI,NI,50,1,1,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,232,244,252,230,232,232,45,76,94,5,29,31,1
